,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
301,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE,F***r,"barang cepat sampai,sesuai pesanan..",4,"['barang', 'cepat', 'sampai', 'sesuai', 'pesanan']","['barang', 'cepat', 'sampai', 'sesuai', 'pesanan']","['barang', 'cepat', 'sampai', 'sesuai', 'pesanan']","['barang', 'cepat', 'sampai', 'sesuai', 'pesanan']",barang cepat sampai sesuai pesanan
302,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, imam, Pengiriman cepat dan rapih terima kasih 😎,5,"['pengiriman', 'cepat', 'dan', 'rapih', 'terima', 'kasih']","['pengiriman', 'cepat', 'dan', 'rapih', 'terima', 'kasih']","['pengiriman', 'cepat', 'rapih', 'terima', 'kasih']","['pengiriman', 'cepat', 'rapih', 'terima', 'kasih']",pengiriman cepat rapih terima kasih
303,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, CeramicsNusa, Barang sudah sampai. Barang bagus.,5,"['barang', 'sudah', 'sampai', 'barang', 'bagus']","['barang', 'sudah', 'sampai', 'barang', 'bagus']","['barang', 'sudah', 'sampai', 'barang', 'bagus']","['barang', 'sudah', 'sampai', 'barang', 'bagus']",barang sudah sampai barang bagus
304,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE,B***o,  Produk sesuai diskripsi. Masker nyaman dipakai. Sangat cocok utk wajah yang lebar. Respon penjual bagus. Terima kasih,5,"['produk', 'sesuai', 'diskripsi', 'masker', 'nyaman', 'dipakai', 'sangat', 'cocok', 'utk', 'wajah', 'yang', 'lebar', 'respon', 'penjual', 'bagus', 'terima', 'kasih']","['produk', 'sesuai', 'diskripsi', 'masker', 'nyaman', 'dipakai', 'sangat', 'cocok', 'utk', 'wajah', 'yang', 'lebar', 'respon', 'penjual', 'bagus', 'terima', 'kasih']","['produk', 'sesuai', 'diskripsi', 'masker', 'nyaman', 'dipakai', 'cocok', 'utk', 'wajah', 'lebar', 'respon', 'penjual', 'bagus', 'terima', 'kasih']","['produk', 'sesuai', 'diskripsi', 'masker', 'nyaman', 'dipakai', 'cocok', 'utk', 'wajah', 'lebar', 'respon', 'penjual', 'bagus', 'terima', 'kasih']",produk sesuai diskripsi masker nyaman dipakai cocok utk wajah lebar respon penjual bagus terima kasih
305,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Rizky," dalemnya warna hitam, padahal sebel beli udah nanya dan kata seller putih. seller nawarin retur tp ya percuma semua dalemnya hitam",2,"['dalemnya', 'warna', 'hitam', 'padahal', 'sebel', 'beli', 'udah', 'nanya', 'dan', 'kata', 'seller', 'putih', 'seller', 'nawarin', 'retur', 'tp', 'ya', 'percuma', 'semua', 'dalemnya', 'hitam']","['dalemnya', 'warna', 'hitam', 'padahal', 'sebel', 'beli', 'udah', 'nanya', 'dan', 'kata', 'seller', 'putih', 'seller', 'nawarin', 'retur', 'tp', 'ya', 'percuma', 'semua', 'dalemnya', 'hitam']","['dalemnya', 'warna', 'hitam', 'sebel', 'beli', 'udah', 'nanya', 'kata', 'seller', 'putih', 'seller', 'nawarin', 'retur', 'tp', 'percuma', 'dalemnya', 'hitam']","['dalemnya', 'warna', 'hitam', 'sebel', 'beli', 'udah', 'nanya', 'kata', 'seller', 'putih', 'seller', 'nawarin', 'retur', 'tp', 'percuma', 'dalemnya', 'hitam']",dalemnya warna hitam sebel beli udah nanya kata seller putih seller nawarin retur tp percuma dalemnya hitam
306,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Michael, Barang dikirim kurang namun setelah komplain langsung dikirim terbaik lahh,5,"['barang', 'dikirim', 'kurang', 'namun', 'setelah', 'komplain', 'langsung', 'dikirim', 'terbaik', 'lahh']","['barang', 'dikirim', 'kurang', 'namun', 'setelah', 'komplain', 'langsung', 'dikirim', 'terbaik', 'lahh']","['barang', 'dikirim', 'kurang', 'komplain', 'langsung', 'dikirim', 'terbaik']","['barang', 'dikirim', 'kurang', 'komplain', 'langsung', 'dikirim', 'terbaik']",barang dikirim kurang komplain langsung dikirim terbaik
307,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Muljadi, Barang dan warna sesuai pesanan. Ada bonus 5 buah.👍👍👍👍,5,"['barang', 'dan', 'warna', 'sesuai', 'pesanan', 'ada', 'bonus', 'buah']","['barang', 'dan', 'warna', 'sesuai', 'pesanan', 'ada', 'bonus', 'buah']","['barang', 'warna', 'sesuai', 'pesanan', 'bonus', 'buah']","['barang', 'warna', 'sesuai', 'pesanan', 'bonus', 'buah']",barang warna sesuai pesanan bonus buah
308,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, D***y,"Respon cepat, kurir cepat, packing plastik, produk sdh request yg mouson 2023, putih diksh mouson biasa uk nya kan berbeda.",5,"['respon', 'cepat', 'kurir', 'cepat', 'packing', 'plastik', 'produk', 'sdh', 'request', 'yg', 'mouson', 'putih', 'diksh', 'mouson', 'biasa', 'uk', 'nya', 'kan', 'berbeda']","['respon', 'cepat', 'kurir', 'cepat', 'packing', 'plastik', 'produk', 'sdh', 'request', 'yg', 'mouson', 'putih', 'diksh', 'mouson', 'biasa', 'uk', 'nya', 'kan', 'berbeda']","['respon', 'cepat', 'kurir', 'cepat', 'packing', 'plastik', 'produk', 'sdh', 'request', 'yg', 'mouson', 'putih', 'diksh', 'mouson', 'biasa', 'uk', 'nya', 'berbeda']","['respon', 'cepat', 'kurir', 'cepat', 'packing', 'plastik', 'produk', 'sdh', 'request', 'yg', 'mouson', 'putih', 'diksh', 'mouson', 'biasa', 'uk', 'nya', 'berbeda']",respon cepat kurir cepat packing plastik produk sdh request yg mouson putih diksh mouson biasa uk nya berbeda
309,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, I***S, ternyata lbh kecil dr yg biasa sy beli,2,"['ternyata', 'lbh', 'kecil', 'dr', 'yg', 'biasa', 'sy', 'beli']","['ternyata', 'lbh', 'kecil', 'dr', 'yg', 'biasa', 'sy', 'beli']","['ternyata', 'lbh', 'kecil', 'dr', 'yg', 'biasa', 'sy', 'beli']","['ternyata', 'lbh', 'kecil', 'dr', 'yg', 'biasa', 'sy', 'beli']",ternyata lbh kecil dr yg biasa sy beli
310,Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, P***r," barang sesuai, response pengiriman cepat",5,"['barang', 'sesuai', 'response', 'pengiriman', 'cepat']","['barang', 'sesuai', 'response', 'pengiriman', 'cepat']","['barang', 'sesuai', 'response', 'pengiriman', 'cepat']","['barang', 'sesuai', 'kualitas', 'barang', 'baik', 'layanan', 'pengiriman', 'baik', 'cepat', 'recommended']",barang sesuai kualitas barang baik layanan pengiriman baik cepat recommended
311,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, H," Kualitas barang baik, layanan dan pengiriman juga baik dan cepat. Recommended!",5,"['kualitas', 'barang', 'baik', 'layanan', 'dan', 'pengiriman', 'juga', 'baik', 'dan', 'cepat', 'recommended']","['kualitas', 'barang', 'baik', 'layanan', 'dan', 'pengiriman', 'juga', 'baik', 'dan', 'cepat', 'recommended']","['kualitas', 'barang', 'baik', 'layanan', 'pengiriman', 'baik', 'cepat', 'recommended']","['kualitas', 'barang', 'baik', 'layanan', 'pengiriman', 'baik', 'cepat', 'recommended']",kualitas barang baik layanan pengiriman baik cepat recommended
312,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, al, good and thanks,5,"['good', 'and', 'thanks']","['good', 'and', 'thanks']","['good', 'thanks']","['good', 'thanks']",good thanks
313,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, s***a, pengirimannya super lemot pake ant aj,1,"['pengirimannya', 'super', 'lemot', 'pake', 'ant', 'aj']","['pengirimannya', 'super', 'lemot', 'pake', 'ant', 'aj']","['pengirimannya', 'super', 'lemot', 'pake', 'ant', 'aj']","['pengirimannya', 'super', 'lemot', 'pake', 'ant', 'aj']",pengirimannya super lemot pake ant aj
314,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Rizky, sesuai pesanan,5,"['sesuai', 'pesanan']","['sesuai', 'pesanan']","['sesuai', 'pesanan']","['sesuai', 'pesanan']",sesuai pesanan
315,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, F***i, barangnya sudah sampai makasih semoga sukses,5,"['barangnya', 'sudah', 'sampai', 'makasih', 'semoga', 'sukses']","['barangnya', 'sudah', 'sampai', 'makasih', 'semoga', 'sukses']","['barangnya', 'sudah', 'sampai', 'makasih', 'sukses']","['barangnya', 'sudah', 'sampai', 'makasih', 'sukses']",barangnya sudah sampai makasih sukses
316,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, A***o, okeeee....,5,['okeeee'],['okeeee'],['okeeee'],['okeeee'],okeeee
317,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Iga," Ini pembelian kedua saya, krn barangnya memuaskan dan sesuai dgn deskripsi yg diinfokan toko",5,"['ini', 'pembelian', 'kedua', 'saya', 'krn', 'barangnya', 'memuaskan', 'dan', 'sesuai', 'dgn', 'deskripsi', 'yg', 'diinfokan', 'toko']","['ini', 'pembelian', 'kedua', 'saya', 'krn', 'barangnya', 'memuaskan', 'dan', 'sesuai', 'dgn', 'deskripsi', 'yg', 'diinfokan', 'toko']","['pembelian', 'kedua', 'krn', 'barangnya', 'memuaskan', 'sesuai', 'dgn', 'deskripsi', 'yg', 'diinfokan', 'toko']","['pembelian', 'kedua', 'krn', 'barangnya', 'memuaskan', 'sesuai', 'dgn', 'deskripsi', 'yg', 'diinfokan', 'toko']",pembelian kedua krn barangnya memuaskan sesuai dgn deskripsi yg diinfokan toko
318,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, E***n," pengeringan cepat, sesuai pesanan, packing aman, terimakasih",5,"['pengeringan', 'cepat', 'sesuai', 'pesanan', 'packing', 'aman', 'terimakasih']","['pengeringan', 'cepat', 'sesuai', 'pesanan', 'packing', 'aman', 'terimakasih']","['pengeringan', 'cepat', 'sesuai', 'pesanan', 'packing', 'aman', 'terimakasih']","['pengeringan', 'cepat', 'sesuai', 'pesanan', 'packing', 'aman', 'terimakasih']",pengeringan cepat sesuai pesanan packing aman terimakasih
319,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, L***i," Packing aman, masker sesuai pesanan, de best lah belanja disini",5,"['Packing', 'aman', ',', 'masker', 'sesuai', 'pesanan', ',', 'de', 'best', 'lah', 'belanja', 'disini']","['Packing', 'aman', ',', 'masker', 'sesuai', 'pesanan', ',', 'de', 'best', 'lah', 'belanja', 'disini']","['Packing', 'aman', ',', 'masker', 'sesuai', 'pesanan', ',', 'best', 'lah', 'belanja', 'disini']","['Packing', 'aman', ',', 'masker', 'sesuai', 'pesanan', ',', 'best', 'lah', 'belanja', 'disini']","Packing aman, masker sesuai pesanan, best lah belanja disini"
320,Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Y***s," barang yg dtng sesuai dengan yg di foto,bagus,mantab",5,"['barang', 'yg', 'dtng', 'sesuai', 'dengan', 'yg', 'di', 'foto', ',', 'bagus', ',', 'mantab']","['barang', 'yg', 'dtng', 'sesuai', 'dengan', 'yg', 'di', 'foto', ',', 'bagus', ',', 'mantab']","['barang', 'dtng', 'sesuai', 'foto', ',', 'bagus', ',', 'mantab']","['barang', 'dtng', 'sesuai', 'foto', ',', 'bagus', ',', 'mantab']","barang dtng sesuai foto, bagus, mantab"
321,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, R***n, baguss .. dipake nyaman. mureh meriah,5,"['baguss', '..', 'dipake', 'nyaman', '.', 'mureh', 'meriah']","['baguss', '..', 'dipake', 'nyaman', '.', 'mureh', 'meriah']","['baguss', '..', 'dipake', 'nyaman', '.', 'mureh', 'meriah']","['baguss', '..', 'dipake', 'nyaman', '.', 'mureh', 'meriah']",baguss.. dipake nyaman. mureh meriah
322,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, A***a," Admin respon cepat, pengiriman cepat & diterima kondisi baik. Terima kasih.",5,"['Admin', 'respon', 'cepat', ',', 'pengiriman', 'cepat', '&', 'diterima', 'kondisi', 'baik', '.', 'Terima', 'kasih', '.']","['Admin', 'respon', 'cepat', ',', 'pengiriman', 'cepat', '&', 'diterima', 'kondisi', 'baik', '.', 'Terima', 'kasih', '.']","['Admin', 'respon', 'cepat', ',', 'pengiriman', 'cepat', '&', 'diterima', 'kondisi', 'baik', '.', 'Terima', 'kasih', '.']","['Admin', 'respon', 'cepat', ',', 'pengiriman', 'cepat', '&', 'diterima', 'kondisi', 'baik', '.', 'Terima', 'kasih', '.']","Admin respon cepat, pengiriman cepat & diterima kondisi baik. Terima kasih."
323,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Agung," Recommended product and seller, thank you",5,"['Recommended', 'product', 'and', 'seller', ',', 'thank', 'you']","['Recommended', 'product', 'and', 'seller', ',', 'thank', 'you']","['Recommended', 'product', 'seller', ',', 'thank']","['Recommended', 'product', 'seller', ',', 'thank']","Recommended product seller, thank"
324,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Mbako, Barang sdh diterima dg baik. TK,5,"['Barang', 'sdh', 'diterima', 'dg', 'baik', '.', 'TK']","['Barang', 'sdh', 'diterima', 'dg', 'baik', '.', 'TK']","['Barang', 'sdh', 'diterima', 'baik', '.', 'TK']","['Barang', 'sdh', 'diterima', 'baik', '.', 'TK']",Barang sdh diterima baik. TK
325,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, R***i, Bagus,5,['Bagus'],['Bagus'],['Bagus'],['Bagus'],Bagus
326,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, M***d, paking yahud.. box nya msh utuh.. segel msh ok..,5,"['paking', 'yahud', '..', 'box', 'nya', 'msh', 'utuh', '..', 'segel', 'msh', 'ok', '..']","['paking', 'yahud', '..', 'box', 'nya', 'msh', 'utuh', '..', 'segel', 'msh', 'ok', '..']","['paking', 'yahud', '..', 'box', 'nya', 'msh', 'utuh', '..', 'segel', 'msh', 'ok', '..']","['paking', 'yahud', '..', 'box', 'nya', 'msh', 'utuh', '..', 'segel', 'msh', 'ok', '..']",paking yahud.. box nya msh utuh.. segel msh ok..
327,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, A***e, barang di retur duit tidak dikembalikan,2,"['barang', 'di', 'retur', 'duit', 'tidak', 'dikembalikan']","['barang', 'di', 'retur', 'duit', 'tidak', 'dikembalikan']","['barang', 'retur', 'duit', 'dikembalikan']","['barang', 'retur', 'duit', 'dikembalikan']",barang retur duit dikembalikan
328,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Y***f, Bahannya tipis banget kaya tisu! Najis,1,"['Bahannya', 'tipis', 'banget', 'kaya', 'tisu', '!', 'Najis']","['Bahannya', 'tipis', 'banget', 'kaya', 'tisu', '!', 'Najis']","['Bahannya', 'tipis', 'banget', 'kaya', 'tisu', '!', 'Najis']","['Bahannya', 'tipis', 'banget', 'kaya', 'tisu', '!', 'Najis']",Bahannya tipis banget kaya tisu! Najis
329,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, lawyer," barang tidak sesuai yang dibilang sama dengan gambar, tak sesuai deskripsi,",1,"['barang', 'tidak', 'sesuai', 'yang', 'dibilang', 'sama', 'dengan', 'gambar', ',', 'tak', 'sesuai', 'deskripsi', ',']","['barang', 'tidak', 'sesuai', 'yang', 'dibilang', 'sama', 'dengan', 'gambar', ',', 'tak', 'sesuai', 'deskripsi', ',']","['barang', 'tidak', 'sesuai', 'dibilang', 'gambar', ',', 'tak', 'sesuai', 'deskripsi', ',']","['barang', 'tidak', 'sesuai', 'dibilang', 'gambar', ',', 'tak', 'sesuai', 'deskripsi', ',']","barang tidak sesuai dibilang gambar, tak sesuai deskripsi,"
330,Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Sofyan," Maskernya bagus, bahan lembut dan tebal, mksh",5,"['Maskernya', 'bagus', ',', 'bahan', 'lembut', 'dan', 'tebal', ',', 'mksh']","['Maskernya', 'bagus', ',', 'bahan', 'lembut', 'dan', 'tebal', ',', 'mksh']","['Maskernya', 'bagus', ',', 'bahan', 'lembut', 'tebal', ',', 'mksh']","['Maskernya', 'bagus', ',', 'bahan', 'lembut', 'tebal', ',', 'mksh']","Maskernya bagus, bahan lembut tebal, mksh"
331,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, V***r,"seller responsif, barang sesuai deskripsi, pengepakan barang top, pengiriman cepat,,,",5,"['seller', 'responsif', ',', 'barang', 'sesuai', 'deskripsi', ',', 'pengepakan', 'barang', 'top', ',', 'pengiriman', 'cepat', ',']","['seller', 'responsif', ',', 'barang', 'sesuai', 'deskripsi', ',', 'pengepakan', 'barang', 'top', ',', 'pengiriman', 'cepat', ',']","['seller', 'responsif', ',', 'barang', 'sesuai', 'deskripsi', ',', 'pengepakan', 'barang', 'top', ',', 'pengiriman', 'cepat', ',']","['seller', 'responsif', ',', 'barang', 'sesuai', 'deskripsi', ',', 'pengepakan', 'barang', 'top', ',', 'pengiriman', 'cepat', ',']","seller responsif, barang sesuai deskripsi, pengepakan barang top, pengiriman cepat,"
332,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, l***a," tibanya CPT,masker segelnya aman,tebal,bgs.harga terjangkau.mantap",5,"['tibanya', 'CPT', ',', 'masker', 'segelnya', 'aman', ',', 'tebal', ',', 'bgs', '.', 'harga', 'terjangkau', '.', 'mantap']","['tibanya', 'CPT', ',', 'masker', 'segelnya', 'aman', ',', 'tebal', ',', 'bgs', '.', 'harga', 'terjangkau', '.', 'mantap']","['tibanya', 'CPT', ',', 'masker', 'segelnya', 'aman', ',', 'tebal', ',', 'bgs', '.', 'harga', 'terjangkau', '.', 'mantap']","['tibanya', 'CPT', ',', 'masker', 'segelnya', 'aman', ',', 'tebal', ',', 'bgs', '.', 'harga', 'terjangkau', '.', 'mantap']","tibanya CPT, masker segelnya aman, tebal, bgs. harga terjangkau. mantap"
333,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, Y***e," maskernya bagus , pengiriman cepat",5,"['maskernya', 'bagus', ',', 'pengiriman', 'cepat']","['maskernya', 'bagus', ',', 'pengiriman', 'cepat']","['maskernya', 'bagus', ',', 'pengiriman', 'cepat']","['maskernya', 'bagus', ',', 'pengiriman', 'cepat']","maskernya bagus, pengiriman cepat"
334,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, N***R, kuaĺitas barang bagus,5,"['kuaĺitas', 'barang', 'bagus']","['kuaĺitas', 'barang', 'bagus']","['kuaĺitas', 'barang', 'bagus']","['kuaĺitas', 'barang', 'bagus']",kuaĺitas barang bagus
335,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, kristina," enak dipakai,pengiriman cepat,respon seller cepat",5,"['enak', 'dipakai', ',', 'pengiriman', 'cepat', ',', 'respon', 'seller', 'cepat']","['enak', 'dipakai', ',', 'pengiriman', 'cepat', ',', 'respon', 'seller', 'cepat']","['enak', 'dipakai', ',', 'pengiriman', 'cepat', ',', 'respon', 'seller', 'cepat']","['enak', 'dipakai', ',', 'pengiriman', 'cepat', ',', 'respon', 'seller', 'cepat']","enak dipakai, pengiriman cepat, respon seller cepat"
336,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, artha, Lecek - Lecek masker nya,3,"['Lecek', '-', 'Lecek', 'masker', 'nya']","['Lecek', '-', 'Lecek', 'masker', 'nya']","['Lecek', '-', 'Lecek', 'masker']","['Lecek', '-', 'Lecek', 'masker']",Lecek - Lecek masker
337,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih,R***a,"  Sesuai pesanan. Kualitas masker bagus, nyaman dipakai, bahannya tebal, warnanya cantik. Packaging rapi.",5,"['Sesuai', 'pesanan', '.', 'Kualitas', 'masker', 'bagus', ',', 'nyaman', 'dipakai', ',', 'bahannya', 'tebal', ',', 'warnanya', 'cantik', '.', 'Packaging', 'rapi', '.']","['Sesuai', 'pesanan', '.', 'Kualitas', 'masker', 'bagus', ',', 'nyaman', 'dipakai', ',', 'bahannya', 'tebal', ',', 'warnanya', 'cantik', '.', 'Packaging', 'rapi', '.']","['Sesuai', 'pesanan', '.', 'Kualitas', 'masker', 'bagus', ',', 'nyaman', 'dipakai', ',', 'bahannya', 'tebal', ',', 'warnanya', 'cantik', '.', 'Packaging', 'rapi', '.']","['Sesuai', 'pesanan', '.', 'Kualitas', 'masker', 'bagus', ',', 'nyaman', 'dipakai', ',', 'bahannya', 'tebal', ',', 'warnanya', 'cantik', '.', 'Packaging', 'rapi', '.']","Sesuai pesanan. Kualitas masker bagus, nyaman dipakai, bahannya tebal, warnanya cantik. Packaging rapi."
338,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, E***g, Ada yg talinya putus,1,"['Ada', 'yg', 'talinya', 'putus']","['Ada', 'yg', 'talinya', 'putus']","['Ada', 'talinya', 'putus']","['Ada', 'talinya', 'putus']",Ada talinya putus
339,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, gevita, Tidak lengkap/salah kirim,1,"['Tidak', 'lengkap/salah', 'kirim']","['Tidak', 'lengkap/salah', 'kirim']","['Tidak', 'lengkap/salah', 'kirim']","['Tidak', 'lengkap/salah', 'kirim']",Tidak lengkap/salah kirim
340,[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, W***a,"ada 1 masker yang talinya begitu. dan masker yang katanya 5ply, ternyata paling tipis diantara masker yang saya beli.",2,"['ada', '1', 'masker', 'yang', 'talinya', 'begitu', '.', 'dan', 'masker', 'yang', 'katanya', '5ply', ',', 'ternyata', 'paling', 'tipis', 'diantara', 'masker', 'yang', 'saya', 'beli', '.']","['ada', '1', 'masker', 'yang', 'talinya', 'begitu', '.', 'dan', 'masker', 'yang', 'katanya', '5ply', ',', 'ternyata', 'paling', 'tipis', 'diantara', 'masker', 'yang', 'saya', 'beli', '.']","['masker', 'talinya', 'begitu', '.', 'masker', '5ply', ',', 'tipis', 'masker', 'beli', '.']","['masker', 'talinya', 'begitu', '.', 'masker', '5ply', ',', 'tipis', 'masker', 'beli', '.']","masker talinya begitu. masker 5ply, tipis masker beli."
341,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih, ratihm,"bagus, bahan tebal, tali karet tidak mudah putus",5,"['bagus', ',', 'bahan', 'tebal', ',', 'tali', 'karet', 'tidak', 'mudah', 'putus']","['bagus', ',', 'bahan', 'tebal', ',', 'tali', 'karet', 'tidak', 'mudah', 'putus']","['bagus', ',', 'bahan', 'tebal', ',', 'tali', 'karet', 'putus']","['bagus', ',', 'bahan', 'tebal', ',', 'tali', 'karet', 'putus']","bagus, bahan tebal, tali karet putus"
342,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Lili,mksh,5,['mksh'],['mksh'],['mksh'],['mksh'],mksh
343,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Brian,"barang sesuai deskripsi, pengirimannya cepat, dan juga nyaman dipakai",5,"['barang', 'sesuai', 'deskripsi', ',', 'pengirimannya', 'cepat', ',', 'dan', 'juga', 'nyaman', 'dipakai']","['barang', 'sesuai', 'deskripsi', ',', 'pengirimannya', 'cepat', ',', 'dan', 'juga', 'nyaman', 'dipakai']","['barang', 'sesuai', 'deskripsi', ',', 'pengirimannya', 'cepat', ',', 'nyaman', 'dipakai']","['barang', 'sesuai', 'deskripsi', ',', 'pengirimannya', 'cepat', ',', 'nyaman', 'dipakai']","barang sesuai deskripsi, pengirimannya cepat, nyaman dipakai"
344,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,aloysius,trims respon cepat. barang dah diterima.semua oke👍👍👍👍,5,"['trims', 'respon', 'cepat', '.', 'barang', 'dah', 'diterima.semua', 'oke', '👍👍👍👍']","['trims', 'respon', 'cepat', '.', 'barang', 'dah', 'diterima.semua', 'oke', '👍👍👍👍']","['trims', 'respon', 'cepat', '.', 'barang', 'dah', 'diterima.semua', 'oke', '👍👍👍👍']","['trims', 'respon', 'cepat', '.', 'barang', 'dah', 'diterima.semua', 'oke', '👍👍👍👍']",trims respon cepat. barang dah diterima.semua oke 👍👍👍👍
345,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,m***e,"Karetnya pendek2 semua, kualitas tdk sama seperti yg sebelumnya, dipake di kepala pd copot tali nya, mengecewakan",2,"['Karetnya', 'pendek2', 'semua', ',', 'kualitas', 'tdk', 'sama', 'seperti', 'yg', 'sebelumnya', ',', 'dipake', 'di', 'kepala', 'pd', 'copot', 'tali', 'nya', ',', 'mengecewakan']","['Karetnya', 'pendek2', 'semua', ',', 'kualitas', 'tdk', 'sama', 'seperti', 'yg', 'sebelumnya', ',', 'dipake', 'di', 'kepala', 'pd', 'copot', 'tali', 'nya', ',', 'mengecewakan']","['Karetnya', 'pendek2', ',', 'kualitas', 'tdk', 'sama', 'seperti', 'yg', 'sebelumnya', ',', 'dipake', 'kepala', 'pd', 'copot', 'tali', ',', 'mengecewakan']","['Karetnya', 'pendek2', ',', 'kualitas', 'tdk', 'sama', 'seperti', 'yg', 'sebelumnya', ',', 'dipake', 'kepala', 'pd', 'copot', 'tali', ',', 'mengecewakan']","Karetnya pendek2, kualitas tdk sama seperti yg sebelumnya, dipake kepala pd copot tali, mengecewakan"
346,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,V***y,sesuai pesanan packing rqpih,5,"['sesuai', 'pesanan', 'packing', 'rqpih']","['sesuai', 'pesanan', 'packing', 'rqpih']","['sesuai', 'pesanan', 'packing', 'rqpih']","['sesuai', 'pesanan', 'packing', 'rqpih']",sesuai pesanan packing rqpih
347,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Allan,bagus pake banget masker nya. nyaman dipake. karetnya juga berasa kuat. Mantaap,5,"['bagus', 'pake', 'banget', 'masker', 'nya', '.', 'nyaman', 'dipake', '.', 'karetnya', 'juga', 'berasa', 'kuat', '.', 'Mantaap']","['bagus', 'pake', 'banget', 'masker', 'nya', '.', 'nyaman', 'dipake', '.', 'karetnya', 'juga', 'berasa', 'kuat', '.', 'Mantaap']","['bagus', 'pake', 'banget', 'masker', 'nyaman', 'dipake', 'karetnya', 'berasa', 'kuat', 'Mantaap']","['bagus', 'pake', 'banget', 'masker', 'nyaman', 'dipake', 'karetnya', 'berasa', 'kuat', 'Mantaap']",bagus pake banget masker nyaman dipake karetnya berasa kuat Mantaap
